MUA_SOURCE_ID,MUA_AREA_CD,MUA_DESIGNATION_TYP_CD,MUA_DESIGNATION_TYP_DESC,MUA_STATUS_CD,MUA_STATUS_DESC,CENSUS_TRACT,MUA_DESIGNATION_DT,MUA_DESIGNATION_DT_TXT,MUA_SCORE,MUA_SERVICE_AREA_NM,MUA_UPDATE_DT,MUA_UPDATE_DT_TXT,US_MEXICO_BORDER_100KM_IND,US_MEXICO_BORDER_COUNTY_IND,STATE_COUNTY_FIPS_CD,COUNTY_FIPS_CD,LIST_BOX_COUNTY_NM,COUNTY_NM,COUNTY_DESC,REGION_CD,REGION_NM,STATE_FIPS_CD,STATE_NM,STATE_ABBR,POVERTY_100_PCT_NUM,POP_AGE_65_OVER_PCT,INFANT_MORTALITY_RATE,PROVIDER_1000_POP_RATIO,POVERTY_100_PCT_NUM_IMU,POP_AGE_65_OVER_PCT_IMU,INFANT_MORTALITY_RATE_IMU,PROVIDER_1000_POP_RATIO_IMU,DW_RECORD_CREATE_DT,DW_RECORD_CREATE_DT_TXT,PRIMARY_STATE_FIPS_CD,PRIMARY_STATE_ABBR,PRIMARY_STATE_NM,PRIMARY_REGION_CD,PRIMARY_REGION_NM,CMN_REGION_CD,CMN_REGION_NM,CMN_STATE_NM,CMN_STATE_ABBR,CMN_STATE_FIPS_CD,CMN_STATE_COUNTY_FIPS_CD,CMN_COUNTY_NM_STATE_ABBR,BREAK_DESIGNATION_IND,MUA_COMP_DESIGNATION_DT,MUA_COMP_DESIGNATION_DT_TXT,MUA_COMP_GEO_NM,MUA_COMP_GEO_TYP_CD,MUA_COMP_GEO_TYP_DESC,MUA_COMP_GEO_TYP_ID,MUA_COMP_LAST_UPDATE_DT,MUA_COMP_STATUS_CD,MUA_COMP_STATUS_DESC,MUA_COMP_UPDATE_DT_TXT,MUA_DESIGNATION_POP,MUA_METRO_IND_CD,MUA_METRO_IND_DESC,MUA_METRO_IND_ID,MUA_POPULATION_TYP_CD,MUA_POPULATION_TYP_DESC,MUA_POPULATION_TYP_ID,MUA_RES_CIV_POP,MUA_WITHDRAWAL_DT,MUA_WITHDRAWAL_DT_TXT,RURAL_STATUS_CD,RURAL_STATUS_DESC,PROVIDER_1000_POP
468,9003416000,MUP,Medically Underserved Population,D,Designated,4160,12/8/1994,12/8/1994,41.6,Low Inc - N. Central New Britain Service Area,12/8/1994,12/8/1994,N,N,9003,3,Hartford County,Hartford,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9003,"Hartford County, CT",N,12/8/1994,12/8/1994,4160,CT,Census Tract,1,12/8/1994,D,Designated,12/8/1994,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
468,9003416100,MUP,Medically Underserved Population,D,Designated,4161,12/8/1994,12/8/1994,41.6,Low Inc - N. Central New Britain Service Area,12/8/1994,12/8/1994,N,N,9003,3,Hartford County,Hartford,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9003,"Hartford County, CT",N,12/8/1994,12/8/1994,4161,CT,Census Tract,1,12/8/1994,D,Designated,12/8/1994,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
468,9003416200,MUP,Medically Underserved Population,D,Designated,4162,12/8/1994,12/8/1994,41.6,Low Inc - N. Central New Britain Service Area,12/8/1994,12/8/1994,N,N,9003,3,Hartford County,Hartford,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9003,"Hartford County, CT",N,12/8/1994,12/8/1994,4162,CT,Census Tract,1,12/8/1994,D,Designated,12/8/1994,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
468,9003416600,MUP,Medically Underserved Population,D,Designated,4166,12/8/1994,12/8/1994,41.6,Low Inc - N. Central New Britain Service Area,12/8/1994,12/8/1994,N,N,9003,3,Hartford County,Hartford,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9003,"Hartford County, CT",N,12/8/1994,12/8/1994,4166,CT,Census Tract,1,12/8/1994,D,Designated,12/8/1994,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
468,9003416800,MUP,Medically Underserved Population,D,Designated,4168,12/8/1994,12/8/1994,41.6,Low Inc - N. Central New Britain Service Area,12/8/1994,12/8/1994,N,N,9003,3,Hartford County,Hartford,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9003,"Hartford County, CT",N,12/8/1994,12/8/1994,4168,CT,Census Tract,1,12/8/1994,D,Designated,12/8/1994,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
468,9003417400,MUP,Medically Underserved Population,D,Designated,4174,12/8/1994,12/8/1994,41.6,Low Inc - N. Central New Britain Service Area,12/8/1994,12/8/1994,N,N,9003,3,Hartford County,Hartford,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9003,"Hartford County, CT",N,12/8/1994,12/8/1994,4174,CT,Census Tract,1,12/8/1994,D,Designated,12/8/1994,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
468,9003417500,MUP,Medically Underserved Population,D,Designated,4175,12/8/1994,12/8/1994,41.6,Low Inc - N. Central New Britain Service Area,12/8/1994,12/8/1994,N,N,9003,3,Hartford County,Hartford,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9003,"Hartford County, CT",N,12/8/1994,12/8/1994,4175,CT,Census Tract,1,12/8/1994,D,Designated,12/8/1994,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
467,9001080100,MUP,Medically Underserved Population,D,Designated,801,12/8/1994,12/8/1994,62.5,Low Inc - West Stratford Service Area,12/8/1994,12/8/1994,N,N,9001,1,Fairfield County,Fairfield,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9001,"Fairfield County, CT",N,12/8/1994,12/8/1994,801,CT,Census Tract,1,12/8/1994,D,Designated,12/8/1994,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
467,9001080200,MUP,Medically Underserved Population,D,Designated,802,12/8/1994,12/8/1994,62.5,Low Inc - West Stratford Service Area,12/8/1994,12/8/1994,N,N,9001,1,Fairfield County,Fairfield,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9001,"Fairfield County, CT",N,12/8/1994,12/8/1994,802,CT,Census Tract,1,12/8/1994,D,Designated,12/8/1994,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
467,9001080400,MUP,Medically Underserved Population,D,Designated,804,12/8/1994,12/8/1994,62.5,Low Inc - West Stratford Service Area,12/8/1994,12/8/1994,N,N,9001,1,Fairfield County,Fairfield,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9001,"Fairfield County, CT",N,12/8/1994,12/8/1994,804,CT,Census Tract,1,12/8/1994,D,Designated,12/8/1994,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
466,9001990000,MUP,Medically Underserved Population,D,Designated,9900,12/8/1994,12/8/1994,46.8,Low Inc - S. Norwalk Service Area,12/8/1994,12/8/1994,N,N,9001,1,Fairfield County,Fairfield,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9001,"Fairfield County, CT",N,12/8/1994,12/8/1994,9900,CT,Census Tract,1,12/8/1994,D,Designated,12/8/1994,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
466,9001044100,MUP,Medically Underserved Population,D,Designated,441,12/8/1994,12/8/1994,46.8,Low Inc - S. Norwalk Service Area,12/8/1994,12/8/1994,N,N,9001,1,Fairfield County,Fairfield,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9001,"Fairfield County, CT",N,12/8/1994,12/8/1994,441,CT,Census Tract,1,12/8/1994,D,Designated,12/8/1994,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
466,9001044200,MUP,Medically Underserved Population,D,Designated,442,12/8/1994,12/8/1994,46.8,Low Inc - S. Norwalk Service Area,12/8/1994,12/8/1994,N,N,9001,1,Fairfield County,Fairfield,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9001,"Fairfield County, CT",N,12/8/1994,12/8/1994,442,CT,Census Tract,1,12/8/1994,D,Designated,12/8/1994,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
466,9001044400,MUP,Medically Underserved Population,D,Designated,444,12/8/1994,12/8/1994,46.8,Low Inc - S. Norwalk Service Area,12/8/1994,12/8/1994,N,N,9001,1,Fairfield County,Fairfield,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9001,"Fairfield County, CT",N,12/8/1994,12/8/1994,444,CT,Census Tract,1,12/8/1994,D,Designated,12/8/1994,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
466,9001044500,MUP,Medically Underserved Population,D,Designated,445,12/8/1994,12/8/1994,46.8,Low Inc - S. Norwalk Service Area,12/8/1994,12/8/1994,N,N,9001,1,Fairfield County,Fairfield,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9001,"Fairfield County, CT",N,12/8/1994,12/8/1994,445,CT,Census Tract,1,12/8/1994,D,Designated,12/8/1994,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
466,9001044000,MUP,Medically Underserved Population,D,Designated,440,12/8/1994,12/8/1994,46.8,Low Inc - S. Norwalk Service Area,12/8/1994,12/8/1994,N,N,9001,1,Fairfield County,Fairfield,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9001,"Fairfield County, CT",N,12/8/1994,12/8/1994,440,CT,Census Tract,1,12/8/1994,D,Designated,12/8/1994,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
465,9001210800,MUP,Medically Underserved Population,D,Designated,2108,3/6/1995,3/6/1995,52.9,Low Inc - Danbury Service Area,3/6/1995,3/6/1995,N,N,9001,1,Fairfield County,Fairfield,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9001,"Fairfield County, CT",N,3/6/1995,3/6/1995,2108,CT,Census Tract,1,3/6/1995,D,Designated,3/6/1995,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
465,9001211000,MUP,Medically Underserved Population,D,Designated,2110,3/6/1995,3/6/1995,52.9,Low Inc - Danbury Service Area,3/6/1995,3/6/1995,N,N,9001,1,Fairfield County,Fairfield,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9001,"Fairfield County, CT",N,3/6/1995,3/6/1995,2110,CT,Census Tract,1,3/6/1995,D,Designated,3/6/1995,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
465,9001211200,MUP,Medically Underserved Population,D,Designated,2112,3/6/1995,3/6/1995,52.9,Low Inc - Danbury Service Area,3/6/1995,3/6/1995,N,N,9001,1,Fairfield County,Fairfield,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9001,"Fairfield County, CT",N,3/6/1995,3/6/1995,2112,CT,Census Tract,1,3/6/1995,D,Designated,3/6/1995,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
465,9001211300,MUP,Medically Underserved Population,D,Designated,2113,3/6/1995,3/6/1995,52.9,Low Inc - Danbury Service Area,3/6/1995,3/6/1995,N,N,9001,1,Fairfield County,Fairfield,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9001,"Fairfield County, CT",N,3/6/1995,3/6/1995,2113,CT,Census Tract,1,3/6/1995,D,Designated,3/6/1995,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
465,9001211400,MUP,Medically Underserved Population,D,Designated,2114,3/6/1995,3/6/1995,52.9,Low Inc - Danbury Service Area,3/6/1995,3/6/1995,N,N,9001,1,Fairfield County,Fairfield,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9001,"Fairfield County, CT",N,3/6/1995,3/6/1995,2114,CT,Census Tract,1,3/6/1995,D,Designated,3/6/1995,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
465,9001210600,MUP,Medically Underserved Population,D,Designated,2106,3/6/1995,3/6/1995,52.9,Low Inc - Danbury Service Area,3/6/1995,3/6/1995,N,N,9001,1,Fairfield County,Fairfield,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9001,"Fairfield County, CT",N,3/6/1995,3/6/1995,2106,CT,Census Tract,1,3/6/1995,D,Designated,3/6/1995,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
465,9001210702,MUP,Medically Underserved Population,D,Designated,2107.02,3/6/1995,3/6/1995,52.9,Low Inc - Danbury Service Area,3/6/1995,3/6/1995,N,N,9001,1,Fairfield County,Fairfield,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9001,"Fairfield County, CT",N,3/6/1995,3/6/1995,2107.02,CT,Census Tract,1,3/6/1995,D,Designated,3/6/1995,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
465,9001210100,MUP,Medically Underserved Population,D,Designated,2101,3/6/1995,3/6/1995,52.9,Low Inc - Danbury Service Area,3/6/1995,3/6/1995,N,N,9001,1,Fairfield County,Fairfield,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9001,"Fairfield County, CT",N,3/6/1995,3/6/1995,2101,CT,Census Tract,1,3/6/1995,D,Designated,3/6/1995,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
465,9001210900,MUP,Medically Underserved Population,D,Designated,2109,3/6/1995,3/6/1995,52.9,Low Inc - Danbury Service Area,3/6/1995,3/6/1995,N,N,9001,1,Fairfield County,Fairfield,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9001,"Fairfield County, CT",N,3/6/1995,3/6/1995,2109,CT,Census Tract,1,3/6/1995,D,Designated,3/6/1995,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
465,9001210200,MUP,Medically Underserved Population,D,Designated,2102,3/6/1995,3/6/1995,52.9,Low Inc - Danbury Service Area,3/6/1995,3/6/1995,N,N,9001,1,Fairfield County,Fairfield,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9001,"Fairfield County, CT",N,3/6/1995,3/6/1995,2102,CT,Census Tract,1,3/6/1995,D,Designated,3/6/1995,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
465,9001210400,MUP,Medically Underserved Population,D,Designated,2104,3/6/1995,3/6/1995,52.9,Low Inc - Danbury Service Area,3/6/1995,3/6/1995,N,N,9001,1,Fairfield County,Fairfield,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9001,"Fairfield County, CT",N,3/6/1995,3/6/1995,2104,CT,Census Tract,1,3/6/1995,D,Designated,3/6/1995,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
465,9001210500,MUP,Medically Underserved Population,D,Designated,2105,3/6/1995,3/6/1995,52.9,Low Inc - Danbury Service Area,3/6/1995,3/6/1995,N,N,9001,1,Fairfield County,Fairfield,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9001,"Fairfield County, CT",N,3/6/1995,3/6/1995,2105,CT,Census Tract,1,3/6/1995,D,Designated,3/6/1995,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
465,9001210701,MUP,Medically Underserved Population,D,Designated,2107.01,3/6/1995,3/6/1995,52.9,Low Inc - Danbury Service Area,3/6/1995,3/6/1995,N,N,9001,1,Fairfield County,Fairfield,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9001,"Fairfield County, CT",N,3/6/1995,3/6/1995,2107.01,CT,Census Tract,1,3/6/1995,D,Designated,3/6/1995,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
465,9001211100,MUP,Medically Underserved Population,D,Designated,2111,3/6/1995,3/6/1995,52.9,Low Inc - Danbury Service Area,3/6/1995,3/6/1995,N,N,9001,1,Fairfield County,Fairfield,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9001,"Fairfield County, CT",N,3/6/1995,3/6/1995,2111,CT,Census Tract,1,3/6/1995,D,Designated,3/6/1995,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
465,9001210300,MUP,Medically Underserved Population,D,Designated,2103,3/6/1995,3/6/1995,52.9,Low Inc - Danbury Service Area,3/6/1995,3/6/1995,N,N,9001,1,Fairfield County,Fairfield,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9001,"Fairfield County, CT",N,3/6/1995,3/6/1995,2103,CT,Census Tract,1,3/6/1995,D,Designated,3/6/1995,,0,Unknown,0,LI,MUP Low Income,2,,,,N,Non-Rural,
4013,9003406100,MUA,Medically Underserved Area,D,Designated,4061,1/30/1997,1/30/1997,56.8,Central Bristol Service Area,1/30/1997,1/30/1997,N,N,9003,3,Hartford County,Hartford,County            ,1,Region I,9,Connecticut,CT,,,,,,,,,12/17/2019,12/17/2019,9,CT,Connecticut,1,Region I,1,Region I,Connecticut,CT,9,9003,"Hartford County, CT",N,1/30/1997,1/30/1997,4061,CT,Census Tract,1,1/30/1997,D,Designated,1/30/1997,,0,Unknown,0,TRC,Medically Underserved Area,9,,,,N,Non-Rural,
