Source_ID,Source_Name,Status_Code,Status_Description,Type_Code,Type_Desc,Address,City,State_Abbr,Postal_Code,Degree_of_Shortage,Designation_Date,Designation_Last_Update_Date,Designation_Pop,Estimated_Underserved_Pop,Estimated_Served_Pop,Formal_Ratio,Total_FTE_Clinicians,Metropolitan_Indicator_Code,Metropolitan_Indicator_Desc,Provider_Ratio_Goal,Percent_Pop_Below_Poverty,HPSA_Score,HPSA_Shortage,Discipline_Class_Num,Discipline_Class_Desc,Component_Source_ID,Component_Source_Name,Component_Status_Code,Component_Status_Desc,Component_Type_Code,Component_Type_Desc,Component_State_Abbr,Component_Postal_Code,Component_Designation_Date,Component_Designation_Date_String,Component_Designation_Last_Update_Date,Geography_ID,CountyFIPS,County_Name,StateCountyFIPS,State_FIPS,State_Abbr_2,State_Name,Primary_State_Name,Primary_State_FIPS,Primary_HHS_Region_Name,US_Mexico_Border_County,US_Mexico_Border_100km,Data_Warehouse_Record_Create_Date,Data_Warehouse_Record_Create_Date_Text,HPSA_Name,HPSA_Component_Name,Break_in_Designation,Geocoding_Primary_X,Geocoding_Primary_Y,HPSA_Pop_Type_Code,HPSA_Pop_Type_Desc,HPSA_Resident_Civilian_Pop,Common_City_Name_with_State_Abbr,Common_Postal_Code,Common_County_Name,Common_StateCounty_FIPS,Common_State_Abbr,Common_State_Name,Common_State_FIPS,Common_Region_Name,HPSA_Withdrawn_Date,HPSA_Withdrawn_Date_String,Provider_Type,Rural_Status_Desc,HPSA_Designation_Pop_Type_Desc
7449994412,Northern Rhode Island Catchment Area,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,2/20/2003,8/11/2008,0,,,,,M,Metropolitan,,6.5,0,,7,Mental Health,,115,W,Withdrawn,CT,Census Tract,RI,,2/20/2003,2/20/2003,8/11/2008,44007011500,7,Providence,44007,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Northern Rhode Island Catchment Area,115,N,,,TRC,Geographic Population,0,,,"Providence County, RI",44007,RI,Rhode Island,44,Region I,8/11/2008,8/11/2008,,Non-Rural,Geographic Population
7449994412,Northern Rhode Island Catchment Area,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,2/20/2003,8/11/2008,0,,,,,M,Metropolitan,,6.5,0,,7,Mental Health,,116,W,Withdrawn,CT,Census Tract,RI,,2/20/2003,2/20/2003,8/11/2008,44007011600,7,Providence,44007,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Northern Rhode Island Catchment Area,116,N,,,TRC,Geographic Population,0,,,"Providence County, RI",44007,RI,Rhode Island,44,Region I,8/11/2008,8/11/2008,,Non-Rural,Geographic Population
7449994412,Northern Rhode Island Catchment Area,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,2/20/2003,8/11/2008,0,,,,,M,Metropolitan,,6.5,0,,7,Mental Health,,117.01,W,Withdrawn,CT,Census Tract,RI,,2/20/2003,2/20/2003,8/11/2008,44007011701,7,Providence,44007,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Northern Rhode Island Catchment Area,117.01,N,,,TRC,Geographic Population,0,,,"Providence County, RI",44007,RI,Rhode Island,44,Region I,8/11/2008,8/11/2008,,Non-Rural,Geographic Population
7449994412,Northern Rhode Island Catchment Area,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,2/20/2003,8/11/2008,0,,,,,M,Metropolitan,,6.5,0,,7,Mental Health,,179,W,Withdrawn,CT,Census Tract,RI,,2/20/2003,2/20/2003,8/11/2008,44007017900,7,Providence,44007,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Northern Rhode Island Catchment Area,179,N,,,TRC,Geographic Population,0,,,"Providence County, RI",44007,RI,Rhode Island,44,Region I,8/11/2008,8/11/2008,,Non-Rural,Geographic Population
7449994412,Northern Rhode Island Catchment Area,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,2/20/2003,8/11/2008,0,,,,,M,Metropolitan,,6.5,0,,7,Mental Health,,183,W,Withdrawn,CT,Census Tract,RI,,2/20/2003,2/20/2003,8/11/2008,44007018300,7,Providence,44007,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Northern Rhode Island Catchment Area,183,N,,,TRC,Geographic Population,0,,,"Providence County, RI",44007,RI,Rhode Island,44,Region I,8/11/2008,8/11/2008,,Non-Rural,Geographic Population
7449994412,Northern Rhode Island Catchment Area,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,2/20/2003,8/11/2008,0,,,,,M,Metropolitan,,6.5,0,,7,Mental Health,,182,W,Withdrawn,CT,Census Tract,RI,,2/20/2003,2/20/2003,8/11/2008,44007018200,7,Providence,44007,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Northern Rhode Island Catchment Area,182,N,,,TRC,Geographic Population,0,,,"Providence County, RI",44007,RI,Rhode Island,44,Region I,8/11/2008,8/11/2008,,Non-Rural,Geographic Population
7449994412,Northern Rhode Island Catchment Area,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,2/20/2003,8/11/2008,0,,,,,M,Metropolitan,,6.5,0,,7,Mental Health,,180,W,Withdrawn,CT,Census Tract,RI,,2/20/2003,2/20/2003,8/11/2008,44007018000,7,Providence,44007,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Northern Rhode Island Catchment Area,180,N,,,TRC,Geographic Population,0,,,"Providence County, RI",44007,RI,Rhode Island,44,Region I,8/11/2008,8/11/2008,,Non-Rural,Geographic Population
7449994412,Northern Rhode Island Catchment Area,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,2/20/2003,8/11/2008,0,,,,,M,Metropolitan,,6.5,0,,7,Mental Health,,181,W,Withdrawn,CT,Census Tract,RI,,2/20/2003,2/20/2003,8/11/2008,44007018100,7,Providence,44007,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Northern Rhode Island Catchment Area,181,N,,,TRC,Geographic Population,0,,,"Providence County, RI",44007,RI,Rhode Island,44,Region I,8/11/2008,8/11/2008,,Non-Rural,Geographic Population
7449994412,Northern Rhode Island Catchment Area,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,2/20/2003,8/11/2008,0,,,,,M,Metropolitan,,6.5,0,,7,Mental Health,,178,W,Withdrawn,CT,Census Tract,RI,,2/20/2003,2/20/2003,8/11/2008,44007017800,7,Providence,44007,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Northern Rhode Island Catchment Area,178,N,,,TRC,Geographic Population,0,,,"Providence County, RI",44007,RI,Rhode Island,44,Region I,8/11/2008,8/11/2008,,Non-Rural,Geographic Population
7449994412,Northern Rhode Island Catchment Area,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,2/20/2003,8/11/2008,0,,,,,M,Metropolitan,,6.5,0,,7,Mental Health,,177,W,Withdrawn,CT,Census Tract,RI,,2/20/2003,2/20/2003,8/11/2008,44007017700,7,Providence,44007,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Northern Rhode Island Catchment Area,177,N,,,TRC,Geographic Population,0,,,"Providence County, RI",44007,RI,Rhode Island,44,Region I,8/11/2008,8/11/2008,,Non-Rural,Geographic Population
7449994412,Northern Rhode Island Catchment Area,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,2/20/2003,8/11/2008,0,,,,,M,Metropolitan,,6.5,0,,7,Mental Health,,176,W,Withdrawn,CT,Census Tract,RI,,2/20/2003,2/20/2003,8/11/2008,44007017600,7,Providence,44007,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Northern Rhode Island Catchment Area,176,N,,,TRC,Geographic Population,0,,,"Providence County, RI",44007,RI,Rhode Island,44,Region I,8/11/2008,8/11/2008,,Non-Rural,Geographic Population
7449994412,Northern Rhode Island Catchment Area,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,2/20/2003,8/11/2008,0,,,,,M,Metropolitan,,6.5,0,,7,Mental Health,,175,W,Withdrawn,CT,Census Tract,RI,,2/20/2003,2/20/2003,8/11/2008,44007017500,7,Providence,44007,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Northern Rhode Island Catchment Area,175,N,,,TRC,Geographic Population,0,,,"Providence County, RI",44007,RI,Rhode Island,44,Region I,8/11/2008,8/11/2008,,Non-Rural,Geographic Population
7449994412,Northern Rhode Island Catchment Area,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,2/20/2003,8/11/2008,0,,,,,M,Metropolitan,,6.5,0,,7,Mental Health,,174,W,Withdrawn,CT,Census Tract,RI,,2/20/2003,2/20/2003,8/11/2008,44007017400,7,Providence,44007,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Northern Rhode Island Catchment Area,174,N,,,TRC,Geographic Population,0,,,"Providence County, RI",44007,RI,Rhode Island,44,Region I,8/11/2008,8/11/2008,,Non-Rural,Geographic Population
7449994412,Northern Rhode Island Catchment Area,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,2/20/2003,8/11/2008,0,,,,,M,Metropolitan,,6.5,0,,7,Mental Health,,173,W,Withdrawn,CT,Census Tract,RI,,2/20/2003,2/20/2003,8/11/2008,44007017300,7,Providence,44007,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Northern Rhode Island Catchment Area,173,N,,,TRC,Geographic Population,0,,,"Providence County, RI",44007,RI,Rhode Island,44,Region I,8/11/2008,8/11/2008,,Non-Rural,Geographic Population
7449994412,Northern Rhode Island Catchment Area,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,2/20/2003,8/11/2008,0,,,,,M,Metropolitan,,6.5,0,,7,Mental Health,,117.02,W,Withdrawn,CT,Census Tract,RI,,2/20/2003,2/20/2003,8/11/2008,44007011702,7,Providence,44007,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Northern Rhode Island Catchment Area,117.02,N,,,TRC,Geographic Population,0,,,"Providence County, RI",44007,RI,Rhode Island,44,Region I,8/11/2008,8/11/2008,,Non-Rural,Geographic Population
7449994412,Northern Rhode Island Catchment Area,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,2/20/2003,8/11/2008,0,,,,,M,Metropolitan,,6.5,0,,7,Mental Health,,129,W,Withdrawn,CT,Census Tract,RI,,2/20/2003,2/20/2003,8/11/2008,44007012900,7,Providence,44007,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Northern Rhode Island Catchment Area,129,N,,,TRC,Geographic Population,0,,,"Providence County, RI",44007,RI,Rhode Island,44,Region I,8/11/2008,8/11/2008,,Non-Rural,Geographic Population
7449994412,Northern Rhode Island Catchment Area,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,2/20/2003,8/11/2008,0,,,,,M,Metropolitan,,6.5,0,,7,Mental Health,,130.01,W,Withdrawn,CT,Census Tract,RI,,2/20/2003,2/20/2003,8/11/2008,44007013001,7,Providence,44007,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Northern Rhode Island Catchment Area,130.01,N,,,TRC,Geographic Population,0,,,"Providence County, RI",44007,RI,Rhode Island,44,Region I,8/11/2008,8/11/2008,,Non-Rural,Geographic Population
7449994407,Mcha 7,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,5/13/1980,10/2/1995,96065,,,,9,M,Metropolitan,,5.8,0,,7,Mental Health,,East Providence,W,Withdrawn,MCD,Minor Civil Division,RI,,5/13/1980,5/13/1980,10/2/1995,4400722960,7,Providence,44007,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Mcha 7,East Providence,N,,,TRC,Geographic Population,96065,,,"Providence County, RI",44007,RI,Rhode Island,44,Region I,10/2/1995,10/2/1995,,Non-Rural,Geographic Population
7449994407,Mcha 7,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,5/13/1980,10/2/1995,96065,,,,9,M,Metropolitan,,5.8,0,,7,Mental Health,,Barrington,W,Withdrawn,MCD,Minor Civil Division,RI,,5/13/1980,5/13/1980,10/2/1995,4400105140,1,Bristol,44001,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Mcha 7,Barrington,N,,,TRC,Geographic Population,96065,,,"Bristol County, RI",44001,RI,Rhode Island,44,Region I,10/2/1995,10/2/1995,,Non-Rural,Geographic Population
7449994407,Mcha 7,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,5/13/1980,10/2/1995,96065,,,,9,M,Metropolitan,,5.8,0,,7,Mental Health,,Bristol,W,Withdrawn,MCD,Minor Civil Division,RI,,5/13/1980,5/13/1980,10/2/1995,4400109280,1,Bristol,44001,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Mcha 7,Bristol,N,,,TRC,Geographic Population,96065,,,"Bristol County, RI",44001,RI,Rhode Island,44,Region I,10/2/1995,10/2/1995,,Non-Rural,Geographic Population
7449994407,Mcha 7,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,5/13/1980,10/2/1995,96065,,,,9,M,Metropolitan,,5.8,0,,7,Mental Health,,Warren,W,Withdrawn,MCD,Minor Civil Division,RI,,5/13/1980,5/13/1980,10/2/1995,4400173760,1,Bristol,44001,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Mcha 7,Warren,N,,,TRC,Geographic Population,96065,,,"Bristol County, RI",44001,RI,Rhode Island,44,Region I,10/2/1995,10/2/1995,,Non-Rural,Geographic Population
7449994406,Mcha 6,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,5/13/1980,10/2/1995,103920,,,,4,M,Metropolitan,,6.8,0,,7,Mental Health,,Richmond,W,Withdrawn,MCD,Minor Civil Division,RI,,5/13/1980,5/13/1980,10/2/1995,4400961160,9,Washington,44009,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Mcha 6,Richmond,N,,,TRC,Geographic Population,103920,,,"Washington County, RI",44009,RI,Rhode Island,44,Region I,10/2/1995,10/2/1995,,Non-Rural,Geographic Population
7449994406,Mcha 6,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,5/13/1980,10/2/1995,103920,,,,4,M,Metropolitan,,6.8,0,,7,Mental Health,,South Kingstown,W,Withdrawn,MCD,Minor Civil Division,RI,,5/13/1980,5/13/1980,10/2/1995,4400967460,9,Washington,44009,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Mcha 6,South Kingstown,N,,,TRC,Geographic Population,103920,,,"Washington County, RI",44009,RI,Rhode Island,44,Region I,10/2/1995,10/2/1995,,Non-Rural,Geographic Population
7449994406,Mcha 6,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,5/13/1980,10/2/1995,103920,,,,4,M,Metropolitan,,6.8,0,,7,Mental Health,,Westerly,W,Withdrawn,MCD,Minor Civil Division,RI,,5/13/1980,5/13/1980,10/2/1995,4400977000,9,Washington,44009,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Mcha 6,Westerly,N,,,TRC,Geographic Population,103920,,,"Washington County, RI",44009,RI,Rhode Island,44,Region I,10/2/1995,10/2/1995,,Non-Rural,Geographic Population
7449994406,Mcha 6,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,5/13/1980,10/2/1995,103920,,,,4,M,Metropolitan,,6.8,0,,7,Mental Health,,Exeter,W,Withdrawn,MCD,Minor Civil Division,RI,,5/13/1980,5/13/1980,10/2/1995,4400925300,9,Washington,44009,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Mcha 6,Exeter,N,,,TRC,Geographic Population,103920,,,"Washington County, RI",44009,RI,Rhode Island,44,Region I,10/2/1995,10/2/1995,,Non-Rural,Geographic Population
7449994406,Mcha 6,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,5/13/1980,10/2/1995,103920,,,,4,M,Metropolitan,,6.8,0,,7,Mental Health,,Narragansett,W,Withdrawn,MCD,Minor Civil Division,RI,,5/13/1980,5/13/1980,10/2/1995,4400948340,9,Washington,44009,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Mcha 6,Narragansett,N,,,TRC,Geographic Population,103920,,,"Washington County, RI",44009,RI,Rhode Island,44,Region I,10/2/1995,10/2/1995,,Non-Rural,Geographic Population
7449994406,Mcha 6,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,5/13/1980,10/2/1995,103920,,,,4,M,Metropolitan,,6.8,0,,7,Mental Health,,Hopkinton,W,Withdrawn,MCD,Minor Civil Division,RI,,5/13/1980,5/13/1980,10/2/1995,4400935380,9,Washington,44009,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Mcha 6,Hopkinton,N,,,TRC,Geographic Population,103920,,,"Washington County, RI",44009,RI,Rhode Island,44,Region I,10/2/1995,10/2/1995,,Non-Rural,Geographic Population
7449994406,Mcha 6,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,5/13/1980,10/2/1995,103920,,,,4,M,Metropolitan,,6.8,0,,7,Mental Health,,New Shoreham,W,Withdrawn,MCD,Minor Civil Division,RI,,5/13/1980,5/13/1980,10/2/1995,4400950500,9,Washington,44009,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Mcha 6,New Shoreham,N,,,TRC,Geographic Population,103920,,,"Washington County, RI",44009,RI,Rhode Island,44,Region I,10/2/1995,10/2/1995,,Non-Rural,Geographic Population
7449994406,Mcha 6,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,5/13/1980,10/2/1995,103920,,,,4,M,Metropolitan,,6.8,0,,7,Mental Health,,Charlestown,W,Withdrawn,MCD,Minor Civil Division,RI,,5/13/1980,5/13/1980,10/2/1995,4400914500,9,Washington,44009,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Mcha 6,Charlestown,N,,,TRC,Geographic Population,103920,,,"Washington County, RI",44009,RI,Rhode Island,44,Region I,10/2/1995,10/2/1995,,Non-Rural,Geographic Population
7449994405,Mcha 5,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,5/13/1980,10/2/1995,159323,,,,10,M,Metropolitan,,5.5,0,,7,Mental Health,,Coventry,W,Withdrawn,MCD,Minor Civil Division,RI,,5/13/1980,5/13/1980,10/2/1995,4400318640,3,Kent,44003,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Mcha 5,Coventry,N,,,TRC,Geographic Population,159323,,,"Kent County, RI",44003,RI,Rhode Island,44,Region I,10/2/1995,10/2/1995,,Non-Rural,Geographic Population
7449994405,Mcha 5,W,Withdrawn,Hpsa Geo,Geographic HPSA,,,RI,,Not applicable,5/13/1980,10/2/1995,159323,,,,10,M,Metropolitan,,5.5,0,,7,Mental Health,,East Greenwich,W,Withdrawn,MCD,Minor Civil Division,RI,,5/13/1980,5/13/1980,10/2/1995,4400322240,3,Kent,44003,44,RI,Rhode Island,Rhode Island,44,Region I,N,N,12/17/2019,12/17/2019,Mcha 5,East Greenwich,N,,,TRC,Geographic Population,159323,,,"Kent County, RI",44003,RI,Rhode Island,44,Region I,10/2/1995,10/2/1995,,Non-Rural,Geographic Population
